,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Unique Received From Addresses,min value received,max value received ,avg val received,avg val sent,total Ether sent, ERC20 uniq sent addr, ERC20 uniq rec addr, ERC20 min val rec, ERC20 avg val rec, ERC20 max val sent, ERC20 uniq rec token name, ERC20 most sent token type_Aeternity, ERC20 most sent token type_Aragon, ERC20 most sent token type_BAT, ERC20 most sent token type_Bancor, ERC20 most sent token type_Civic, ERC20 most sent token type_Crypto.com, ERC20 most sent token type_EOS, ERC20 most sent token type_Golem, ERC20 most sent token type_ICONOMI, ERC20 most sent token type_OmiseGO, ERC20 most sent token type_Qtum, ERC20 most sent token type_Reputation, ERC20 most sent token type_StatusNetwork, ERC20 most sent token type_Storj, ERC20 most sent token type_TenXPay, ERC20 most sent token type_Tronix, ERC20 most sent token type_Unknown, ERC20 most sent token type_Veritaseum, ERC20 most sent token type_ZRX, ERC20 most sent token type_blockwell.ai KYC Casper Token, ERC20 most sent token type_infrequent_sklearn, ERC20_most_rec_token_type_Blockwell say NOTSAFU, ERC20_most_rec_token_type_Bulleon Promo Token, ERC20_most_rec_token_type_DATAcoin, ERC20_most_rec_token_type_EOS, ERC20_most_rec_token_type_Free BOB Tokens - BobsRepair.com, ERC20_most_rec_token_type_GSENetwork, ERC20_most_rec_token_type_Golem, ERC20_most_rec_token_type_INS Promo, ERC20_most_rec_token_type_KickCoin, ERC20_most_rec_token_type_Livepeer Token, ERC20_most_rec_token_type_OmiseGO, ERC20_most_rec_token_type_Promodl, ERC20_most_rec_token_type_Reputation, ERC20_most_rec_token_type_StatusNetwork, ERC20_most_rec_token_type_Tronix, ERC20_most_rec_token_type_Unknown, ERC20_most_rec_token_type_VIU, ERC20_most_rec_token_type_XENON, ERC20_most_rec_token_type_blockwell.ai KYC Casper Token, ERC20_most_rec_token_type_www.pnztrust.com, ERC20_most_rec_token_type_infrequent_sklearn,ERC-20 info all NA_0,ERC-20 info all NA_1,hasCreatedContracts_0,hasCreatedContracts_1,FLAG
2460,0.07288621880747058,-1.1782079573464048,-1.1507446131327672,0.018888135244388055,-0.8344849593784739,1.8113943367210708,1.1039307627461377,1.4530046644815628,1.2099375316323517,0.7829392224669642,-0.4347476321572561,-0.9848712579041999,-0.48706258348254133,-0.736534287194799,-0.40817224389561824,-0.9840207353650288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
5931,1.0141092642417984,1.7315035704200252,1.3170415377716491,0.8577401501463752,0.9048880200869629,-0.7582797490291106,-0.6488633267711704,-0.7997205970038823,-0.885986542156052,-0.4336446365687786,-0.4347476321572561,-0.9848712579041999,-0.48706258348254133,-0.736534287194799,-0.40817224389561824,-0.9840207353650288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2247,0.07580376493782144,-1.1782079573464048,-1.1493114596781806,0.018888135244388055,-0.8344849593784739,1.8113943367210708,1.1039307627461377,1.4530046644815628,1.2099375316323517,0.7829392224669642,-0.4347476321572561,-0.9848712579041999,-0.48706258348254133,-0.736534287194799,-0.40817224389561824,-0.9840207353650288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
5115,1.3708946677388134,1.09483892124833,1.1108229617148977,1.2856956672890625,1.4224590740200493,-0.7720122858585575,1.229564848070881,1.0740730810874246,0.9514768617632338,1.3231336925630293,2.403080478771929,1.4195747462750752,-0.48706258348254133,1.7783130670072425,2.5201539260641828,1.4064526780838813,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
9796,-1.1073063465370192,-1.1782079573464048,0.6185659964641183,-0.6071540267647603,-0.8344849593784739,0.005469012361276516,-1.0511807425370523,-0.7784171916754772,-0.6713674366374174,-1.0044847493552873,-0.4347476321572561,0.2473339898973448,2.4819138273537553,0.9782284050483555,-0.40817224389561824,0.24482616286817338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2863,0.8613330149612328,1.7317982198396484,1.1759326154678869,0.6410527503923292,0.6333767781400311,-0.7116072627157481,0.12364068624896166,-0.17831923370755204,-0.39082433388096055,-0.04954300746784712,-0.4347476321572561,-0.9848712579041999,-0.48706258348254133,-0.736534287194799,-0.40817224389561824,-0.9840207353650288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1103,-1.1073063465370192,0.36714634731381207,0.9891917045529247,-1.4089106245976373,0.18020059107962166,-0.7831379605603913,1.2043414478406336,-0.41786597554183913,-1.1449547438649386,-1.2589002268798923,-0.4347476321572561,0.981795564719798,-0.48706258348254133,0.3935423392824259,-0.40817224389561824,0.9738971554790425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
3686,0.07181764079780042,-1.1782079573464048,-1.1512394973729718,0.018888135244388055,-0.8344849593784739,1.8113943367210708,1.1039307627461377,1.4530046644815628,1.2099375316323517,0.7829392224669642,-0.4347476321572561,-0.9848712579041999,-0.48706258348254133,-0.736534287194799,-0.40817224389561824,-0.9840207353650288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
7636,-1.1073063465370192,0.6577619805070927,0.962583735339179,-1.4089106245976373,0.9048880200869629,-0.7831379605603913,-0.16735802965965094,-0.17524450041199735,-1.1449547438649386,-1.2589002268798923,-0.4347476321572561,0.7221791872171924,2.148828164379029,0.5255778535194965,-0.40817224389561824,0.7165781001868491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2152,-0.14107562711679453,0.34632797615645416,1.4628077602764917,1.9742520872408043,1.2852462975369752,-0.5905352552177928,1.391407987194389,-0.07323821429146486,0.19916994737443006,1.7563408060873613,-0.4347476321572561,1.3518656643223752,-0.48706258348254133,1.361656726372643,-0.40817224389561824,1.460019198513557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
3337,-1.1073063465370192,1.292981392216747,0.5717725590120083,-1.4089106245976373,0.44059663035161467,-0.7831379605603913,0.8729016868821606,1.0597466237693165,-1.1449547438649386,-1.2589002268798923,-0.4347476321572561,0.2473339898973448,2.419131881627837,0.4983255725140179,-0.40817224389561824,0.24482616286817338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
376,0.3530182546661816,0.6376440461999856,1.2971603060855088,1.821672717700893,-0.8344849593784739,-0.7614609132164574,-0.8413407601148094,-0.5356996797988789,-0.42338140177958616,1.1981137976887042,-0.4347476321572561,0.7221791872171924,-0.48706258348254133,1.3348300986934165,-0.40817224389561824,0.7165781001868491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
